StudentID,Year,Branch,Gender,CGPA,Backlogs,Internships,Projects,Certifications,AptitudeScore,CommunicationSkill,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary_INR,CompanyName,JobCity
509,2021,BioTech,Male,6.87,0,0,0,2,79,Good,Yes,63,75,Placed,733794.0,Capgemini,Pune
510,2023,EE,Male,7.59,0,0,3,1,86,Excellent,Yes,72,69,Placed,756963.0,L&T Infotech,Gurugram
511,2024,ME,Male,6.84,0,0,3,2,80,Excellent,Yes,84,84,Placed,802402.0,Zomato,Hyderabad
512,2024,ECE,Male,7.35,0,0,3,1,86,Good,Yes,86,84,Placed,666138.0,TCS,Chennai
513,2022,IT,Female,7.74,2,1,2,2,78,Poor,No,94,62,Not Placed,,,
514,2021,IT,Male,7.74,1,1,2,2,59,Excellent,Yes,77,78,Placed,728720.0,Accenture,Mumbai
515,2023,CSE,Male,7.84,1,0,2,2,52,Average,Yes,65,73,Not Placed,,,
516,2021,CSE,Male,7.06,0,2,2,2,84,Good,No,74,57,Placed,862499.0,Ola,Bangalore
517,2021,ECE,Male,7.0,2,0,0,2,40,Poor,Yes,73,69,Not Placed,,,
518,2022,EE,Female,6.6,1,1,2,3,91,Average,Yes,90,90,Placed,689404.0,Ola,Noida
519,2021,BioTech,Male,7.98,1,0,3,1,43,Excellent,Yes,80,60,Not Placed,,,
520,2023,CSE,Female,6.33,0,1,2,4,63,Average,No,64,96,Not Placed,,,
521,2023,ME,Female,8.12,3,0,1,2,75,Good,No,78,72,Placed,697454.0,Wipro,Chennai
522,2022,ECE,Male,8.47,1,1,1,1,75,Average,No,67,92,Placed,658266.0,HCL,Gurugram
523,2021,BioTech,Female,6.96,2,1,2,3,84,Excellent,Yes,88,73,Placed,729838.0,HCL,Pune
524,2023,IT,Male,5.98,0,3,2,2,41,Excellent,No,83,84,Placed,903267.0,Zomato,Mumbai
525,2021,IT,Male,7.55,0,0,3,4,67,Average,Yes,90,67,Placed,761740.0,Paytm,Mumbai
526,2021,ECE,Male,7.46,0,0,1,2,65,Poor,Yes,61,93,Not Placed,,,
527,2021,ECE,Female,6.79,0,0,3,0,62,Good,No,84,66,Placed,705342.0,Amazon,Gurugram
528,2022,CSE,Female,7.44,2,1,2,1,54,Average,Yes,71,88,Placed,697205.0,Zomato,Chennai
529,2021,CSE,Male,8.87,0,0,3,2,75,Good,Yes,67,66,Placed,814435.0,Flipkart,Pune
530,2023,IT,Female,8.27,0,2,2,3,66,Poor,Yes,78,78,Placed,838787.0,Hexaware,Chennai
531,2021,EE,Male,6.85,0,1,2,2,45,Average,Yes,85,58,Placed,681252.0,Paytm,Pune
532,2023,BioTech,Male,5.92,0,1,2,1,74,Good,No,81,90,Placed,693975.0,Wipro,Mumbai
533,2021,BioTech,Male,6.94,0,1,2,2,78,Average,Yes,75,68,Placed,686057.0,Amazon,Delhi
534,2023,ME,Female,7.03,1,0,4,2,77,Excellent,Yes,55,71,Placed,848992.0,Paytm,Mumbai
535,2023,EE,Female,7.85,0,0,0,0,74,Poor,Yes,69,57,Not Placed,,,
536,2021,BioTech,Male,6.77,0,1,0,1,75,Average,No,57,92,Not Placed,,,
537,2021,IT,Male,8.16,0,1,4,1,49,Excellent,No,60,77,Placed,904617.0,TCS,Mumbai
538,2023,CSE,Male,9.15,0,0,2,1,69,Good,Yes,68,67,Placed,811135.0,L&T Infotech,Gurugram
539,2024,ECE,Male,8.07,0,0,2,1,92,Good,No,92,63,Placed,681561.0,Cognizant,Gurugram
540,2022,CSE,Male,7.77,1,3,2,0,80,Average,No,87,75,Placed,847404.0,Ola,Gurugram
541,2024,BioTech,Female,7.05,1,0,0,3,77,Good,Yes,92,95,Not Placed,,,
542,2024,ME,Male,6.91,1,2,3,1,68,Good,Yes,62,62,Placed,858359.0,Mphasis,Delhi
543,2021,CSE,Male,8.63,1,2,2,1,91,Average,Yes,80,71,Placed,857665.0,Ola,Noida
544,2022,CE,Male,6.7,0,0,1,1,98,Excellent,No,69,70,Not Placed,,,
545,2024,ME,Female,7.24,3,0,1,1,82,Good,Yes,68,70,Not Placed,,,
546,2021,ECE,Female,7.54,1,0,3,2,78,Average,Yes,74,82,Placed,709304.0,Flipkart,Delhi
547,2024,CSE,Male,7.45,2,1,0,1,89,Good,Yes,73,70,Placed,759150.0,IBM,Chennai
548,2024,CE,Female,6.1,0,1,3,2,43,Good,No,87,68,Placed,742387.0,Hexaware,Chennai
549,2021,ME,Male,7.46,2,2,1,2,44,Average,Yes,90,92,Not Placed,,,
550,2021,EE,Male,7.46,1,3,2,1,43,Good,No,78,74,Not Placed,,,
551,2021,ME,Male,7.6,1,1,4,2,75,Average,No,64,95,Not Placed,,,
552,2022,IT,Male,7.43,0,0,2,2,98,Good,Yes,88,88,Placed,744516.0,Amazon,Bangalore
553,2024,ME,Male,8.18,1,0,2,1,84,Good,Yes,90,83,Placed,804923.0,Mindtree,Gurugram
554,2021,ME,Female,6.5,3,2,2,2,55,Good,Yes,90,57,Placed,731256.0,Hexaware,Noida
555,2023,IT,Female,9.0,1,0,1,3,64,Excellent,No,70,64,Placed,826256.0,Cognizant,Gurugram
556,2024,ECE,Female,6.28,0,0,1,2,53,Average,Yes,69,74,Placed,554570.0,Infosys,Pune
557,2023,CSE,Male,8.1,2,1,4,1,50,Good,Yes,72,56,Placed,871213.0,Paytm,Delhi
558,2022,CSE,Male,8.13,0,1,3,3,68,Good,Yes,61,81,Placed,798565.0,HCL,Gurugram
559,2021,EE,Female,6.94,0,2,2,1,73,Good,Yes,76,86,Placed,750847.0,HCL,Gurugram
560,2023,CE,Male,7.54,0,1,1,1,61,Good,No,86,64,Not Placed,,,
561,2022,CE,Male,8.22,2,0,0,1,53,Poor,No,97,94,Placed,585581.0,TCS,Pune
562,2021,CSE,Male,6.25,0,3,0,2,95,Average,No,73,71,Placed,818691.0,Amazon,Pune
563,2023,CSE,Female,8.15,0,0,2,3,63,Average,Yes,94,87,Placed,674929.0,Wipro,Gurugram
564,2023,CSE,Male,6.05,1,1,3,1,98,Excellent,Yes,55,60,Placed,803201.0,Capgemini,Delhi
565,2022,ECE,Male,6.82,1,1,2,1,78,Average,No,89,93,Placed,646749.0,Hexaware,Hyderabad
566,2021,ME,Female,8.5,0,0,3,2,65,Excellent,Yes,59,72,Placed,806000.0,Mindtree,Noida
567,2021,ECE,Male,7.09,2,1,0,3,82,Good,No,66,63,Not Placed,,,
568,2023,ECE,Male,6.68,2,0,1,1,75,Average,Yes,66,62,Not Placed,,,
569,2023,IT,Male,7.66,0,1,1,3,78,Good,Yes,75,79,Placed,794412.0,Mindtree,Gurugram
570,2023,ECE,Male,8.95,0,1,2,1,55,Excellent,No,73,85,Placed,832665.0,Ola,Bangalore
571,2021,ME,Female,5.73,0,2,0,2,97,Excellent,No,63,96,Placed,785256.0,Wipro,Chennai
572,2022,EE,Male,6.76,0,2,4,2,77,Average,No,97,58,Not Placed,,,
573,2022,ECE,Male,8.55,0,0,1,1,98,Average,Yes,90,74,Placed,618469.0,L&T Infotech,Chennai
574,2021,CE,Female,8.69,2,1,3,2,71,Average,Yes,96,82,Placed,637205.0,Wipro,Noida
575,2024,IT,Female,7.73,1,1,2,3,45,Poor,Yes,86,94,Placed,717208.0,HCL,Hyderabad
576,2022,BioTech,Female,6.21,0,0,4,1,73,Good,Yes,89,55,Placed,699797.0,Flipkart,Pune
577,2023,CSE,Male,9.27,0,2,2,1,95,Excellent,No,85,94,Placed,942741.0,L&T Infotech,Bangalore
578,2024,IT,Male,8.92,0,1,4,1,47,Average,Yes,86,77,Placed,896733.0,Infosys,Delhi
579,2024,ECE,Female,7.98,0,0,0,1,69,Good,No,91,67,Placed,720411.0,Infosys,Mumbai
580,2022,CSE,Female,7.23,0,1,2,2,66,Good,Yes,86,70,Placed,737774.0,Mphasis,Delhi
581,2024,ECE,Male,7.47,2,0,3,1,46,Average,No,97,80,Not Placed,,,
582,2024,BioTech,Male,7.07,2,1,1,2,66,Average,Yes,91,85,Not Placed,,,
583,2022,ECE,Male,7.73,0,0,0,1,64,Good,Yes,93,55,Placed,634445.0,Amazon,Pune
584,2022,ECE,Female,8.52,2,3,2,4,95,Excellent,No,92,71,Placed,990675.0,Tech Mahindra,Noida
585,2024,CE,Male,7.9,0,2,4,1,85,Good,Yes,84,70,Placed,784845.0,Accenture,Pune
586,2023,CSE,Male,7.05,1,1,2,0,80,Poor,No,86,91,Not Placed,,,
587,2021,CSE,Male,8.76,0,1,2,0,54,Average,No,56,64,Placed,739699.0,Accenture,Hyderabad
588,2024,CSE,Female,8.02,0,2,1,3,64,Poor,No,65,92,Placed,805721.0,Hexaware,Chennai
589,2024,CSE,Female,8.28,2,1,0,1,61,Good,Yes,74,85,Not Placed,,,
590,2023,CSE,Male,8.83,0,0,3,0,57,Good,Yes,91,64,Placed,874011.0,Zomato,Pune
591,2024,CSE,Female,7.02,1,1,0,3,51,Average,Yes,63,88,Placed,775057.0,Tech Mahindra,Gurugram
592,2024,CE,Female,7.17,0,2,2,3,62,Excellent,Yes,92,60,Placed,897680.0,Capgemini,Gurugram
593,2021,CSE,Male,7.43,0,1,3,3,90,Good,Yes,73,82,Placed,754742.0,Capgemini,Bangalore
594,2021,ECE,Male,6.4,0,1,1,1,84,Good,Yes,94,82,Not Placed,,,
595,2021,IT,Male,8.04,0,2,2,1,78,Excellent,Yes,61,67,Placed,970254.0,Flipkart,Mumbai
596,2022,ECE,Female,9.26,1,2,0,2,64,Poor,Yes,59,95,Placed,797746.0,Ola,Pune
597,2022,CE,Male,5.73,0,2,2,1,49,Excellent,Yes,96,66,Placed,765526.0,Wipro,Gurugram
598,2021,CSE,Female,7.78,1,0,1,1,69,Average,Yes,78,94,Placed,835097.0,Mphasis,Mumbai
599,2021,CSE,Female,8.25,1,1,2,1,49,Average,Yes,95,56,Placed,842093.0,Amazon,Mumbai
600,2022,CSE,Male,7.89,1,1,1,4,73,Excellent,No,61,62,Placed,739430.0,Flipkart,Mumbai
601,2023,CSE,Female,7.72,0,2,2,1,85,Excellent,Yes,65,96,Placed,985958.0,IBM,Noida
602,2024,CSE,Male,6.89,2,1,2,2,52,Good,Yes,63,63,Not Placed,,,
603,2024,CSE,Male,7.96,0,0,1,1,93,Good,Yes,84,62,Placed,739121.0,Zomato,Hyderabad
604,2021,CSE,Female,7.27,0,2,2,2,68,Good,No,95,57,Placed,796511.0,Tech Mahindra,Noida
605,2023,CSE,Female,6.27,0,1,1,2,77,Excellent,Yes,57,63,Placed,758260.0,Mphasis,Mumbai
606,2022,ECE,Male,8.34,0,0,2,1,80,Average,Yes,76,67,Placed,740726.0,L&T Infotech,Bangalore
607,2021,CSE,Female,8.47,0,1,1,1,84,Excellent,No,94,63,Placed,827708.0,Hexaware,Mumbai
608,2023,ECE,Female,7.54,1,0,2,2,48,Good,No,74,85,Not Placed,,,
609,2023,ME,Male,7.38,0,1,1,1,52,Good,Yes,86,79,Placed,687669.0,TCS,Bangalore
610,2023,CE,Female,8.06,0,0,2,2,76,Good,Yes,61,62,Placed,710826.0,Zomato,Mumbai
611,2022,CSE,Male,7.96,1,1,1,2,53,Good,Yes,61,85,Placed,762598.0,Tech Mahindra,Delhi
612,2022,EE,Male,8.13,0,1,2,2,76,Excellent,Yes,74,85,Placed,832299.0,Tech Mahindra,Chennai
613,2024,CE,Male,6.96,0,1,1,1,48,Good,No,79,71,Placed,772023.0,Capgemini,Pune
614,2024,CSE,Female,8.72,0,1,3,1,47,Excellent,Yes,89,73,Placed,823761.0,HCL,Bangalore
615,2023,IT,Female,8.02,1,2,3,2,78,Average,No,78,57,Placed,930230.0,L&T Infotech,Gurugram
616,2023,IT,Male,7.94,0,0,1,0,79,Good,Yes,94,84,Placed,770959.0,Infosys,Delhi
617,2022,CSE,Male,6.91,0,0,2,4,93,Excellent,No,67,64,Placed,944081.0,Cognizant,Hyderabad
618,2024,CSE,Female,8.0,0,2,0,4,42,Good,Yes,93,83,Placed,787528.0,L&T Infotech,Delhi
619,2023,EE,Male,6.92,1,0,1,0,94,Good,Yes,58,94,Placed,754595.0,Amazon,Pune
620,2024,EE,Female,7.05,1,3,2,0,95,Good,Yes,66,72,Placed,865975.0,IBM,Pune
621,2024,CSE,Female,7.23,1,2,2,1,86,Excellent,Yes,71,66,Placed,860517.0,Ola,Delhi
622,2023,CSE,Male,7.05,0,1,2,4,79,Excellent,Yes,55,77,Placed,794494.0,Paytm,Mumbai
623,2022,ECE,Female,8.99,0,3,1,1,72,Average,No,71,65,Placed,841060.0,Accenture,Mumbai
624,2023,ECE,Male,8.43,0,0,1,1,71,Excellent,Yes,56,63,Placed,831173.0,Zomato,Mumbai
625,2023,ME,Female,8.74,0,1,1,2,46,Good,No,60,78,Placed,740309.0,Mindtree,Hyderabad
626,2024,ECE,Female,6.64,0,1,2,1,58,Average,Yes,65,79,Not Placed,,,
627,2023,ECE,Female,7.55,0,1,2,1,73,Excellent,Yes,97,79,Placed,833231.0,Flipkart,Hyderabad
628,2022,EE,Male,6.59,0,2,2,1,53,Good,No,72,63,Placed,664164.0,Cognizant,Chennai
629,2023,CSE,Female,7.31,1,0,1,2,89,Excellent,Yes,94,66,Placed,842020.0,Hexaware,Delhi
630,2022,CSE,Male,7.16,0,1,1,1,86,Average,Yes,79,65,Placed,839295.0,Wipro,Noida
631,2022,CE,Male,8.19,1,1,1,2,85,Poor,Yes,93,92,Placed,626261.0,TCS,Mumbai
632,2024,IT,Male,7.52,0,1,0,3,95,Good,Yes,82,82,Placed,772196.0,Ola,Hyderabad
633,2021,ME,Male,8.05,0,0,1,2,96,Average,No,70,62,Not Placed,,,
634,2021,ME,Male,7.68,0,1,3,2,58,Good,No,66,64,Placed,787017.0,Flipkart,Delhi
635,2024,CSE,Female,9.41,0,2,3,0,90,Average,Yes,95,79,Placed,873040.0,Capgemini,Noida
636,2023,ECE,Female,6.46,0,0,2,1,93,Good,No,83,90,Placed,635944.0,Mphasis,Hyderabad
637,2024,ME,Male,8.21,0,2,2,0,98,Poor,Yes,77,97,Placed,800168.0,Tech Mahindra,Gurugram
638,2022,CSE,Female,8.6,2,1,0,2,65,Average,Yes,75,63,Placed,803849.0,TCS,Delhi
639,2021,CSE,Male,7.12,1,2,3,1,56,Good,No,70,95,Placed,733114.0,Tech Mahindra,Hyderabad
640,2024,ECE,Female,8.2,0,1,0,1,93,Average,Yes,95,62,Placed,752160.0,Flipkart,Mumbai
641,2023,CSE,Female,8.04,1,0,4,0,67,Good,No,80,57,Placed,701231.0,Amazon,Hyderabad
642,2024,ECE,Male,7.34,1,1,2,1,58,Excellent,No,91,72,Not Placed,,,
643,2021,CSE,Female,7.22,1,2,1,2,66,Good,No,76,89,Placed,849019.0,Cognizant,Bangalore
644,2024,ECE,Male,7.0,1,1,3,2,87,Excellent,No,64,71,Placed,853683.0,Infosys,Mumbai
645,2024,CSE,Male,9.23,0,3,0,0,91,Average,Yes,61,90,Placed,878997.0,Zomato,Hyderabad
646,2021,IT,Female,7.8,0,1,2,2,96,Average,Yes,63,82,Placed,705625.0,HCL,Chennai
647,2022,ME,Male,7.83,0,0,2,1,58,Excellent,Yes,79,69,Not Placed,,,
648,2022,CE,Male,6.57,0,1,1,2,72,Good,No,69,73,Placed,733137.0,Ola,Pune
649,2021,EE,Male,6.95,0,3,2,3,90,Good,Yes,67,76,Placed,791740.0,Hexaware,Gurugram
650,2024,ECE,Female,8.26,0,1,2,1,46,Good,Yes,96,60,Placed,763599.0,Mphasis,Noida
651,2021,CSE,Male,6.86,2,2,2,1,68,Good,Yes,80,61,Placed,802215.0,Cognizant,Noida
652,2022,ME,Male,6.87,2,2,0,2,94,Poor,No,75,63,Not Placed,,,
653,2023,ME,Female,7.23,2,1,4,3,82,Good,No,77,74,Placed,619338.0,HCL,Gurugram
654,2024,EE,Female,7.58,1,0,1,2,44,Good,Yes,82,91,Placed,701240.0,Amazon,Mumbai
655,2022,ECE,Male,7.37,2,1,1,3,69,Good,Yes,92,65,Placed,844373.0,Infosys,Delhi
656,2024,CSE,Male,8.08,0,1,1,2,88,Excellent,Yes,66,56,Placed,831110.0,IBM,Gurugram
657,2021,CSE,Male,8.28,0,2,0,2,82,Average,Yes,78,76,Not Placed,,,
658,2023,ECE,Male,8.01,0,1,1,2,95,Average,Yes,67,90,Placed,693708.0,Flipkart,Chennai
659,2021,CE,Male,6.41,1,1,4,1,97,Excellent,No,94,59,Placed,796839.0,Mphasis,Hyderabad
660,2023,ME,Female,6.97,0,2,1,2,47,Good,No,56,61,Not Placed,,,
661,2024,ECE,Female,8.34,1,1,1,2,81,Good,Yes,93,60,Placed,827351.0,Mphasis,Delhi
662,2024,BioTech,Female,7.92,0,1,1,2,51,Average,Yes,66,76,Placed,723136.0,Infosys,Noida
663,2021,ME,Male,6.1,0,1,2,1,81,Average,Yes,93,64,Placed,653731.0,Capgemini,Chennai
664,2023,CSE,Female,8.05,1,1,3,0,52,Good,Yes,68,94,Placed,857970.0,HCL,Gurugram
665,2023,CSE,Male,6.42,0,1,1,2,65,Average,Yes,84,74,Not Placed,,,
666,2024,CSE,Female,7.83,0,2,0,2,57,Excellent,Yes,95,82,Placed,884826.0,Wipro,Chennai
667,2021,CSE,Female,9.13,0,1,1,4,81,Excellent,Yes,97,77,Placed,922292.0,TCS,Bangalore
668,2023,CSE,Male,7.14,0,1,0,1,90,Excellent,No,73,89,Placed,832065.0,Mindtree,Chennai
669,2024,CSE,Female,7.22,1,1,1,0,91,Average,No,85,55,Not Placed,,,
670,2022,CSE,Male,8.33,0,0,2,0,88,Good,Yes,97,83,Placed,784835.0,Cognizant,Chennai
671,2021,CSE,Female,6.72,0,0,1,2,59,Average,Yes,97,63,Placed,599996.0,Wipro,Chennai
672,2022,IT,Male,7.36,0,3,2,0,55,Average,No,79,63,Not Placed,,,
673,2021,CSE,Male,8.22,1,1,1,3,76,Poor,No,58,76,Placed,815624.0,IBM,Chennai
674,2024,ME,Female,6.69,0,1,4,1,42,Average,Yes,67,56,Placed,554643.0,Mindtree,Pune
675,2023,ECE,Male,7.33,1,1,3,3,66,Excellent,Yes,90,70,Placed,788018.0,TCS,Mumbai
676,2023,BioTech,Female,7.8,1,0,2,2,54,Average,Yes,96,94,Not Placed,,,
677,2023,CSE,Male,8.1,0,1,1,3,97,Average,Yes,91,60,Placed,794948.0,Cognizant,Pune
678,2021,ECE,Female,7.69,2,1,1,1,73,Excellent,Yes,57,67,Not Placed,,,
679,2024,BioTech,Female,6.93,1,1,2,2,84,Poor,Yes,70,87,Placed,675422.0,Ola,Mumbai
680,2022,IT,Male,8.06,0,1,2,0,61,Good,Yes,80,73,Placed,699468.0,Accenture,Hyderabad
681,2024,EE,Male,7.41,0,0,2,1,79,Average,Yes,94,69,Placed,678329.0,TCS,Pune
682,2022,CSE,Male,8.12,2,0,3,1,62,Poor,Yes,93,87,Not Placed,,,
683,2021,CSE,Male,7.45,1,3,4,2,98,Excellent,No,73,64,Placed,1006393.0,TCS,Delhi
684,2021,CE,Male,7.05,0,1,1,0,88,Average,Yes,69,55,Placed,786156.0,Tech Mahindra,Delhi
685,2022,IT,Female,7.11,0,1,2,3,43,Good,No,86,66,Placed,710999.0,TCS,Pune
686,2022,ME,Female,7.17,1,0,0,0,90,Average,Yes,75,97,Placed,755184.0,Capgemini,Bangalore
687,2022,ME,Female,6.55,1,0,1,1,93,Poor,Yes,55,83,Not Placed,,,
688,2024,CSE,Female,7.02,1,1,2,0,96,Poor,Yes,60,71,Not Placed,,,
689,2022,EE,Female,7.68,0,1,1,2,80,Average,Yes,81,58,Not Placed,,,
690,2021,CSE,Female,7.95,1,1,3,0,62,Poor,Yes,77,83,Placed,762158.0,Cognizant,Noida
691,2021,ECE,Male,8.05,0,0,1,3,86,Good,Yes,85,61,Not Placed,,,
692,2023,ECE,Female,7.2,0,1,2,2,99,Good,Yes,66,67,Not Placed,,,
693,2022,ME,Female,7.53,1,0,2,3,48,Average,No,75,59,Not Placed,,,
694,2024,CSE,Male,8.19,3,0,2,1,63,Good,Yes,56,60,Not Placed,,,
695,2024,CSE,Male,8.11,0,1,1,1,60,Excellent,No,59,88,Placed,930816.0,Paytm,Hyderabad
696,2024,ME,Male,6.54,0,0,3,2,80,Excellent,Yes,63,61,Placed,802290.0,Wipro,Gurugram
697,2023,CSE,Male,7.9,1,0,2,3,85,Good,Yes,74,82,Not Placed,,,
698,2021,ME,Female,7.49,0,1,2,1,94,Excellent,Yes,72,64,Placed,766307.0,Flipkart,Delhi
699,2024,CSE,Male,7.81,1,1,0,3,92,Average,No,76,58,Placed,732473.0,Paytm,Hyderabad
700,2021,ECE,Male,6.04,1,2,2,0,55,Average,No,62,57,Placed,737475.0,Flipkart,Chennai
701,2023,ME,Female,7.33,0,1,3,2,95,Good,No,88,79,Placed,780988.0,Infosys,Mumbai
702,2022,CSE,Male,9.35,3,0,2,1,94,Good,Yes,63,77,Placed,792820.0,Flipkart,Bangalore
703,2022,ECE,Male,7.25,1,0,3,0,64,Good,No,61,81,Placed,695328.0,Infosys,Gurugram
704,2022,CSE,Male,7.29,2,3,2,1,65,Good,Yes,84,68,Placed,875223.0,Hexaware,Noida
705,2024,CSE,Female,8.06,1,1,1,3,88,Excellent,No,72,92,Placed,816650.0,HCL,Gurugram
706,2022,BioTech,Female,7.45,2,1,0,4,84,Excellent,Yes,81,86,Placed,902640.0,Flipkart,Hyderabad
707,2024,ECE,Male,8.33,0,0,1,1,48,Good,Yes,70,77,Placed,560366.0,Wipro,Delhi
708,2023,EE,Female,6.62,0,1,2,3,54,Good,Yes,75,94,Not Placed,,,
709,2023,CSE,Male,8.31,2,0,3,2,78,Average,Yes,59,91,Placed,729349.0,Cognizant,Hyderabad
710,2024,CE,Female,7.67,0,1,1,2,72,Average,No,83,57,Placed,652098.0,Cognizant,Mumbai
711,2021,EE,Female,7.4,0,2,2,0,40,Average,No,91,89,Not Placed,,,
712,2022,ME,Female,7.47,1,3,2,2,44,Good,Yes,97,67,Placed,825897.0,Ola,Delhi
713,2022,ECE,Male,8.22,1,1,2,0,95,Poor,No,76,88,Placed,735067.0,Hexaware,Mumbai
714,2022,ECE,Female,8.11,0,1,1,1,48,Excellent,No,68,78,Placed,851069.0,Flipkart,Noida
715,2024,ECE,Female,6.7,2,3,1,2,83,Average,Yes,73,55,Not Placed,,,
716,2023,IT,Male,8.37,1,1,1,3,45,Good,Yes,89,66,Placed,790971.0,HCL,Hyderabad
717,2022,IT,Female,7.75,0,0,0,2,67,Poor,Yes,78,62,Placed,706297.0,Ola,Chennai
718,2023,BioTech,Male,7.26,1,1,1,3,84,Average,Yes,96,73,Placed,775495.0,Amazon,Gurugram
719,2022,CSE,Female,7.85,0,0,0,3,65,Excellent,Yes,60,63,Not Placed,,,
720,2022,EE,Male,7.39,0,1,2,1,67,Good,Yes,57,82,Placed,664638.0,Tech Mahindra,Noida
721,2024,IT,Female,8.63,0,1,1,1,79,Excellent,Yes,88,68,Placed,875740.0,Mindtree,Gurugram
722,2021,CSE,Male,7.74,0,1,4,2,54,Excellent,Yes,56,81,Placed,935003.0,Hexaware,Noida
723,2024,CSE,Male,7.02,0,1,1,3,45,Average,No,69,72,Placed,726402.0,HCL,Delhi
724,2022,EE,Male,7.22,1,0,1,4,66,Average,Yes,91,96,Placed,649111.0,Amazon,Delhi
725,2022,ME,Male,7.34,1,1,1,2,77,Excellent,Yes,69,95,Placed,775112.0,Capgemini,Delhi
726,2021,IT,Male,8.66,0,2,0,2,43,Excellent,Yes,86,60,Placed,991673.0,Cognizant,Gurugram
727,2023,CSE,Male,8.22,1,1,3,2,50,Good,Yes,75,87,Placed,864246.0,Wipro,Hyderabad
728,2023,EE,Male,6.9,0,1,0,1,60,Good,Yes,71,91,Not Placed,,,
729,2022,CSE,Male,9.54,0,3,4,1,69,Good,Yes,88,96,Placed,884445.0,Wipro,Hyderabad
730,2023,CSE,Male,7.99,2,2,3,2,57,Average,Yes,86,79,Placed,828576.0,Amazon,Hyderabad
731,2022,CSE,Female,8.69,0,0,2,3,74,Good,Yes,77,67,Placed,852534.0,Mphasis,Pune
732,2021,EE,Male,7.39,0,0,2,4,42,Excellent,Yes,89,77,Placed,689771.0,Ola,Bangalore
733,2021,CE,Female,7.63,1,1,2,1,51,Good,Yes,91,90,Placed,592494.0,Ola,Delhi
734,2022,ME,Female,7.87,0,2,1,2,66,Poor,No,97,87,Placed,721814.0,HCL,Noida
735,2021,ECE,Female,8.35,2,3,2,3,92,Average,Yes,95,75,Placed,880970.0,Mphasis,Noida
736,2024,IT,Male,8.54,0,2,0,2,69,Average,Yes,91,88,Placed,972491.0,Infosys,Mumbai
737,2024,ECE,Female,8.11,0,1,0,1,60,Average,Yes,87,90,Placed,746390.0,L&T Infotech,Delhi
738,2021,EE,Male,7.28,0,1,2,2,77,Excellent,No,79,71,Placed,846000.0,HCL,Chennai
739,2022,ECE,Male,7.1,0,0,2,2,60,Poor,Yes,91,64,Not Placed,,,
740,2022,ECE,Male,7.73,0,0,3,2,99,Average,No,94,77,Placed,705790.0,Cognizant,Gurugram
741,2021,ECE,Female,8.15,0,1,1,2,77,Average,No,75,56,Placed,731162.0,Tech Mahindra,Hyderabad
742,2023,ECE,Male,7.34,2,1,3,3,79,Good,Yes,92,89,Not Placed,,,
743,2024,EE,Male,8.25,2,1,1,1,54,Good,Yes,94,68,Placed,774658.0,Mphasis,Delhi
744,2023,ME,Female,8.36,0,1,1,1,57,Average,Yes,88,95,Placed,658361.0,HCL,Mumbai
745,2022,CSE,Female,7.16,0,0,1,2,91,Average,Yes,73,56,Placed,796157.0,Tech Mahindra,Noida
746,2022,IT,Male,7.21,0,1,2,1,68,Average,Yes,81,73,Placed,800879.0,Ola,Bangalore
747,2023,ECE,Male,7.4,2,0,1,4,87,Good,Yes,63,70,Placed,748058.0,Capgemini,Bangalore
748,2021,ME,Female,7.45,3,1,2,1,77,Average,Yes,59,97,Not Placed,,,
749,2023,IT,Male,7.43,0,2,3,1,99,Excellent,Yes,59,79,Placed,939967.0,Accenture,Mumbai
750,2023,CE,Male,8.28,1,1,2,3,60,Good,No,79,55,Placed,717225.0,L&T Infotech,Delhi
751,2024,CSE,Male,8.1,0,3,2,0,56,Poor,Yes,80,56,Placed,776556.0,Mphasis,Bangalore
752,2024,IT,Female,7.83,0,0,3,3,80,Good,No,73,81,Placed,714243.0,Accenture,Pune
753,2023,CE,Female,6.05,0,1,2,2,90,Average,No,84,56,Placed,709932.0,Hexaware,Hyderabad
754,2023,ECE,Female,6.58,0,1,2,0,57,Good,No,90,84,Not Placed,,,
755,2022,CSE,Female,8.0,0,1,1,3,96,Average,No,70,64,Placed,861778.0,Cognizant,Bangalore
756,2024,EE,Male,6.01,0,2,3,0,94,Good,Yes,61,73,Placed,700782.0,Wipro,Chennai
757,2024,CE,Male,8.01,1,1,2,2,76,Good,Yes,72,96,Placed,819183.0,Hexaware,Noida
758,2022,ME,Male,7.07,0,2,1,0,99,Excellent,Yes,75,70,Placed,975560.0,Flipkart,Delhi
759,2021,IT,Male,10.0,0,0,1,0,77,Average,Yes,85,67,Placed,772331.0,Accenture,Delhi
760,2024,EE,Male,9.12,0,2,3,3,51,Average,No,55,62,Placed,832169.0,L&T Infotech,Delhi
761,2024,CSE,Female,7.67,0,0,0,2,50,Good,No,57,85,Placed,735217.0,Wipro,Bangalore
762,2021,ECE,Female,7.43,0,2,4,1,87,Excellent,Yes,85,79,Placed,945121.0,Cognizant,Pune
763,2024,CSE,Female,8.5,0,1,1,2,91,Excellent,Yes,79,93,Placed,942514.0,Infosys,Hyderabad
764,2024,EE,Male,8.69,0,1,3,2,88,Poor,Yes,62,75,Placed,708900.0,Capgemini,Gurugram
